,Article DOI
825,10.1002/chem.201101923
826,10.1002/chem.201101923
827,10.1002/chem.201101923
828,10.1002/chem.201101923
829,10.1021/acs.langmuir.5b04275
830,10.1002/chem.201101923
831,10.1002/chem.201101923
832,10.1021/am501515s
833,10.1016/j.dyepig.2017.02.017
834,10.1039/c6ta09777d
835,10.1039/c6ta09777d
836,10.1039/c3nj00456b
837,10.1039/c3nj00456b
838,10.1021/am501515s
839,10.1002/asia.201402232
840,10.1002/asia.201402232
841,10.1002/asia.201402232
842,10.1002/asia.201402232
843,10.1002/asia.201402232
844,10.1002/asia.201402232
845,10.1039/c7ta00793k
846,10.1016/j.orgel.2016.07.022
847,10.1002/cssc.201300365
848,10.1002/cssc.201300365
849,10.1002/cssc.201300365
850,10.1039/c5ta09136e
851,10.1039/c5ta09136e
852,10.1039/c5ta09136e
853,10.1039/c5ra15894j
854,10.1039/c5ra15894j
855,10.1039/c5ra15894j
856,10.1039/c5ra15894j
857,10.1039/c5ra15894j
858,10.1039/c5ra15894j
859,10.1016/j.tetlet.2013.04.012
860,10.1016/j.tetlet.2013.04.012
861,10.1016/j.tetlet.2013.04.012
862,10.1016/j.dyepig.2011.02.006
863,10.1016/j.dyepig.2011.02.006
864,10.1016/j.dyepig.2011.02.006
865,10.1016/j.dyepig.2011.11.002
866,10.1039/c4cc02192d
867,10.1039/c4cc02192d
868,10.1039/c4cc02192d
869,10.1039/c4cc02192d
870,10.1039/c4cc02192d
871,10.1039/c4cc02192d
872,10.1039/c4cc02192d
873,10.1039/c4cc02192d
874,10.1021/am5067145
875,10.1021/am501515s
876,10.1021/am501515s
877,10.1016/j.dyepig.2011.11.002
878,10.1016/j.dyepig.2011.11.002
879,10.1016/j.dyepig.2011.11.002
880,10.1039/c2ra01002j
881,10.1039/c2ra01002j
882,10.1039/c2ra01002j
883,10.1016/j.saa.2017.09.002
884,10.1016/j.ijhydene.2016.09.161
885,10.1016/j.ijhydene.2016.09.161
886,10.1016/j.ijhydene.2016.09.161
887,10.1016/j.ijhydene.2016.09.161
888,10.1016/j.synthmet.2013.07.028
889,10.1016/j.synthmet.2013.07.028
890,10.1039/c4ee03934c
891,10.1016/j.orgel.2013.04.046
892,10.1016/j.synthmet.2013.09.039
893,10.1016/j.synthmet.2013.09.039
894,10.1039/c3tc32165g
895,10.1016/j.solmat.2009.11.014
896,10.1016/j.dyepig.2013.08.016
897,10.1016/j.dyepig.2013.08.016
898,10.1016/j.dyepig.2013.08.016
899,10.1016/j.orgel.2017.07.019
900,10.1016/j.orgel.2017.07.019
901,10.1039/c7ra00799j
902,10.1016/j.dyepig.2011.01.006
903,10.1002/chem.201402093
904,10.1002/chem.201402093
905,10.1002/chem.201402093
906,10.1021/ol902973r
907,10.1016/j.jphotochem.2011.08.001
908,10.1016/j.jphotochem.2011.08.001
909,10.1016/j.jphotochem.2011.08.001
910,10.1016/j.jphotochem.2011.08.001
911,10.1016/j.jphotochem.2011.08.001
912,10.1016/j.jphotochem.2011.08.001
913,10.1016/j.jphotochem.2011.08.001
914,10.1016/j.tet.2014.02.074
915,10.1016/j.tet.2014.02.074
916,10.1016/j.tet.2014.02.074
917,10.1021/ol2006874
918,10.1021/acs.langmuir.5b04275
919,10.1016/j.dyepig.2016.05.052
920,10.1016/j.dyepig.2016.05.052
921,10.1016/j.dyepig.2016.05.052
922,10.1016/j.tetlet.2017.01.094
923,10.1016/j.tetlet.2017.01.094
924,10.1016/j.tetlet.2017.01.094
925,10.1016/j.tetlet.2017.01.094
926,10.1016/j.tetlet.2017.01.094
927,10.1016/j.tetlet.2017.01.094
928,10.1016/j.tetlet.2017.01.094
929,10.1016/j.tetlet.2017.01.094
930,10.1016/j.tetlet.2017.01.094
931,10.1016/j.tetlet.2017.01.094
932,10.1021/am5067145
933,10.1016/j.solmat.2009.11.014
934,10.1039/c7ra00799j
935,10.1016/j.saa.2015.03.032
936,10.1016/j.tet.2014.02.074
937,10.1002/chem.201402093
938,10.1039/c6cp06513a
939,10.1039/c6cp06513a
940,10.1039/c6cp06513a
941,10.1039/c6cp06513a
942,10.1039/c6cp06513a
943,10.1016/j.dyepig.2015.06.009
944,10.1016/j.dyepig.2015.06.009
945,10.1016/j.dyepig.2015.06.009
946,10.1016/j.dyepig.2015.06.009
947,10.1016/j.dyepig.2015.06.009
948,10.1016/j.dyepig.2015.06.009
949,10.1016/j.dyepig.2015.06.009
950,10.1039/c5ra03530a
951,10.1016/j.dyepig.2015.06.009
952,10.1016/j.dyepig.2015.06.009
953,10.1016/j.dyepig.2014.01.004
954,10.1016/j.dyepig.2014.01.004
955,10.1016/j.tet.2015.04.089
956,10.1016/j.tet.2015.04.089
957,10.1016/j.tet.2015.04.089
958,10.1016/j.tet.2015.04.089
959,10.1016/j.tet.2015.04.089
960,10.1016/j.tet.2015.04.089
961,10.1016/j.saa.2017.09.002
962,10.1039/c6cp02294d
963,10.1039/c6cp02294d
964,10.1021/am5067145
965,10.1039/c6cp02294d
966,10.1039/c7ta00793k
967,10.1016/j.tet.2015.03.100
968,10.1016/j.tet.2015.03.100
969,10.1016/j.tet.2015.03.100
970,10.1016/j.tet.2015.03.100
971,10.1016/j.tet.2015.03.100
972,10.1016/j.tet.2015.03.100
973,10.1021/cm070617g
974,10.1021/cm070617g
975,10.1021/cm070617g
976,10.1021/cm070617g
977,10.1021/cm070617g
978,10.1021/cm070617g
979,10.1021/cm070617g
980,10.1021/cm070617g
981,10.1021/cm070617g
982,10.1021/cm070617g
983,10.1021/acs.langmuir.5b04275
984,10.1021/cm070617g
985,10.1021/cm070617g
986,10.1021/cm070617g
987,10.1021/cm070617g
988,10.1021/cm070617g
989,10.1021/cm070617g
990,10.1021/cm070617g
991,10.1021/cm070617g
992,10.1021/cm070617g
993,10.1021/cm070617g
994,10.1021/cm070617g
995,10.1021/cm070617g
996,10.1002/adfm.201601305
997,10.1002/chem.201402093
998,10.1016/j.tet.2014.04.039
999,10.1016/j.tet.2014.02.074
1000,10.1016/j.tet.2014.02.074
1001,10.1016/j.tet.2014.02.074
1002,10.1039/c5ta00332f
1003,10.1039/c5ta00332f
1004,10.1021/jo201730a
1005,10.1021/jo201730a
1006,10.1021/jo201730a
1007,10.1016/j.jphotochem.2007.02.018
1008,10.1016/j.jphotochem.2007.02.018
1009,10.1016/j.jphotochem.2007.02.018
1010,10.1016/j.jphotochem.2007.02.018
1011,10.1016/j.jphotochem.2007.02.018
1012,10.1016/j.jphotochem.2007.02.018
1013,10.1016/j.tet.2014.02.074
1014,10.1016/j.tet.2014.02.074
1015,10.1016/j.tet.2014.02.074
1016,10.1016/j.tet.2014.02.074
1017,10.1016/j.tet.2014.02.074
1018,10.1016/j.dyepig.2013.06.023
1019,10.1016/j.dyepig.2013.06.023
1020,10.1016/j.synthmet.2015.02.016
1021,10.1016/j.synthmet.2015.02.016
1022,10.1021/am5067145
1023,10.1002/chem.201402093
1024,10.1016/j.orgel.2015.01.005
1025,10.1016/j.orgel.2015.01.005
1026,10.1016/j.dyepig.2013.03.007
1027,10.1016/j.dyepig.2013.03.007
1028,10.1016/j.dyepig.2013.03.007
1029,10.1016/j.dyepig.2012.10.002
1030,10.1016/j.dyepig.2012.10.002
1031,10.1016/j.dyepig.2012.10.002
1032,10.1016/j.dyepig.2012.10.002
1033,10.1016/j.dyepig.2014.02.010
1034,10.1016/j.dyepig.2014.02.010
1035,10.1016/j.dyepig.2014.02.010
1036,10.1016/j.dyepig.2014.02.010
1037,10.1016/j.synthmet.2013.07.028
1038,10.1016/j.synthmet.2013.07.028
1039,10.1039/c3tc32165g
1040,10.1016/j.jpowsour.2016.06.127
1041,10.1021/jo500330r
1042,10.1021/jo500330r
1043,10.1021/jo500330r
1044,10.1021/jo500330r
1045,10.1021/jo500330r
1046,10.1021/jo500330r
1047,10.1016/j.dyepig.2014.10.007
1048,10.1016/j.dyepig.2014.10.007
1049,10.1016/j.dyepig.2016.02.009
1050,10.1016/j.dyepig.2016.02.009
1051,10.1002/adfm.201601305
1052,10.1016/j.tet.2009.04.024
1053,10.1002/chem.201402093
1054,10.1002/chem.201402093
1055,10.1002/chem.201402093
1056,10.1002/chem.201402093
1057,10.1002/chem.201402093
1058,10.1002/chem.201402093
1059,10.1021/ol2006874
1060,10.1021/ol2006874
1061,10.1039/c4cc08539f
1062,10.1039/c4cc08539f
1063,10.1039/c4cc08539f
1064,10.1039/c4cc08539f
1065,10.1021/acs.langmuir.5b04275
1066,10.1021/acs.langmuir.5b04275
1067,10.1039/c5ra03530a
1068,10.1021/acs.langmuir.5b04275
1069,10.1002/chem.201402093
1070,10.1002/chem.201402093
1071,10.1002/chem.201402093
1072,10.1002/chem.201402093
1073,10.1002/chem.201402093
1074,10.1002/chem.201402093
1075,10.1002/chem.201402093
1076,10.1002/chem.201402093
1077,10.1002/chem.201402093
1078,10.1002/chem.201402093
1079,10.1002/chem.201402093
1080,10.1016/j.tet.2009.04.024
1081,10.1002/chem.201402093
1082,10.1002/chem.201402093
1083,10.1002/chem.201402093
1084,10.1002/chem.201402093
1085,10.1016/j.dyepig.2016.02.009
1086,10.1016/j.dyepig.2016.02.009
1087,10.1016/j.dyepig.2016.02.009
1088,10.1016/j.dyepig.2016.02.009
1089,10.1021/acs.joc.6b00192
1090,10.1021/acs.joc.6b00192
1091,10.1021/acs.jpcc.6b07356
1092,10.1021/acs.jpcc.6b07356
1093,10.1021/acs.jpcc.6b07356
1094,10.1021/acs.jpcc.6b07356
1095,10.1021/acs.jpcc.6b07356
1096,10.1002/chem.201402093
1097,10.1002/chem.201402093
1098,10.1002/chem.201402093
1099,10.1002/chem.201402093
1100,10.1002/chem.201402093
1101,10.1002/chem.201402093
1102,10.1002/chem.201402093
1103,10.1002/chem.201402093
1104,10.1002/chem.201402093
1105,10.1002/chem.201402093
1106,10.1002/chem.201402093
1107,10.1002/chem.201402093
1108,10.1002/chem.201402093
1109,10.1002/chem.201402093
1110,10.1002/chem.201402093
1111,10.1002/chem.201402093
1112,10.1016/j.tetlet.2017.01.094
1113,10.1016/j.tetlet.2017.01.094
1114,10.1016/j.tetlet.2017.01.094
1115,10.1016/j.tetlet.2017.01.094
1116,10.1002/chem.201402093
1117,10.1002/chem.201402093
1118,10.1002/chem.201402093
1119,10.1002/chem.201402093
1120,10.1002/chem.201402093
1121,10.1002/adfm.201102519
1122,10.1002/adfm.201102519
1123,10.1002/adfm.201102519
1124,10.1002/adfm.201102519
1125,10.1002/adfm.201102519
1126,10.1002/adfm.201102519
1127,10.1002/adfm.201102519
1128,10.1039/c6se00014b
1129,10.1039/c6se00014b
1130,10.1039/c6se00014b
1131,10.1039/c6se00014b
1132,10.1039/c6qm00070c
1133,10.1039/c6qm00070c
1134,10.1039/c6ra14799b
1135,10.1016/j.dyepig.2012.11.004
1136,10.1039/c5cp04716a
1137,10.1039/c6ra14799b
1138,10.1039/c6ra14799b
1139,10.1039/c6ra14799b
1140,10.1021/acs.joc.5b01140
1141,10.1021/acs.joc.5b01140
1142,10.1021/ol2012378
1143,10.1039/c0jm02433c
1144,10.1039/c0jm02433c
1145,10.1039/c0jm02433c
1146,10.1039/c0jm02433c
1147,10.1016/j.dyepig.2011.09.019
1148,10.1016/j.dyepig.2011.09.019
1149,10.1016/j.dyepig.2011.09.019
1150,10.1016/j.dyepig.2011.09.019
1151,10.1016/j.dyepig.2011.09.019
1152,10.1016/j.dyepig.2011.09.019
1153,10.1016/j.dyepig.2011.09.019
1154,10.1016/j.dyepig.2011.09.019
1155,10.1016/j.dyepig.2011.09.019
1156,10.1016/j.dyepig.2012.11.004
1157,10.1016/j.dyepig.2012.11.004
1158,10.1016/j.dyepig.2012.11.004
1159,10.1039/c5ra05287d
1160,10.1039/c5ra05287d
1161,10.1039/c5ra05287d
1162,10.1021/ol2012378
1163,10.1039/c5cp04716a
1164,10.1021/ol303121z
1165,10.1021/ef100429r
1166,10.1021/ef100429r
1167,10.1021/ef100429r
1168,10.1021/ef100429r
1169,10.1016/j.dyepig.2012.11.004
1170,10.1016/j.dyepig.2012.11.004
1171,10.1039/c5ra05287d
1172,10.1016/j.dyepig.2014.03.010
1173,10.1016/j.dyepig.2014.03.010
1174,10.1016/j.dyepig.2014.03.010
1175,10.1016/j.dyepig.2014.03.010
1176,10.1016/j.dyepig.2014.03.010
1177,10.1039/c3cc44258f
1178,10.1039/c3cc44258f
1179,10.1039/c3cc44258f
1180,10.1039/c3cc44258f
1181,10.1016/j.molstruc.2015.04.012
1182,10.1016/j.molstruc.2015.04.012
1183,10.1016/j.molstruc.2015.04.012
1184,10.1016/j.molstruc.2015.04.012
1185,10.1016/j.molstruc.2015.04.012
1186,10.1016/j.molstruc.2015.04.012
1187,10.1016/j.dyepig.2013.12.025
1188,10.1016/j.dyepig.2013.12.025
1189,10.1016/j.dyepig.2013.12.025
1190,10.1016/j.dyepig.2013.12.025
1191,10.1016/j.dyepig.2013.12.025
1192,10.1016/j.dyepig.2013.12.025
1193,10.1016/j.dyepig.2013.12.025
1194,10.1016/j.dyepig.2013.12.025
1195,10.1016/j.dyepig.2014.09.014
1196,10.1002/asia.201402232
1197,10.1007/s40843-016-5119-1
1198,10.1007/s40843-016-5119-1
1199,10.1007/s40843-016-5119-1
1200,10.1007/s40843-016-5119-1
1201,10.1039/c4cc02696a
1202,10.1039/c4cc02696a
1203,10.1039/c3ra43669a
1204,10.1039/c3ra43669a
1205,10.1039/c5ra03530a
1206,10.1021/jacs.5b01537
1207,10.1021/jp5088338
1208,10.1021/jp5088338
1209,10.1007/s12633-013-9174-y
1210,10.1007/s12633-013-9174-y
1211,10.1002/aoc.1612
1212,10.1002/aoc.1612
1213,10.1016/j.jphotochem.2010.05.017
1214,10.1016/j.jphotochem.2010.05.017
1215,10.1039/c5ra03530a
1216,10.1039/c5ra03530a
1217,10.1039/c5ra03530a
1218,10.1039/c5ra03530a
1219,10.1039/c5ra03530a
1220,10.1039/c5ra03530a
1221,10.1039/c5ra03530a
1222,10.1039/c5ra03530a
1223,10.1039/c5ra03530a
1224,10.1039/c5ra03530a
1225,10.1039/c5ra21917e
1226,10.1039/c5ra21917e
1227,10.1039/c5ra21917e
1228,10.1039/c5ra21917e
1229,10.1039/c5ra23339a
1230,10.1039/c5ra23339a
1231,10.1039/c5ra23339a
1232,10.1039/c5ra23339a
1233,10.1039/c5ta09133k
1234,10.1039/c5ta09133k
1235,10.1039/c5ta09136e
1236,10.1021/jp510057b
1237,10.1002/anie.201406190
1238,10.1039/c3ee44168g
1239,10.1590/s0103-50532011000400023
1240,10.1021/jacs.5b01537
1241,10.1039/c5ra03530a
1242,10.1039/c5ra03530a
1243,10.1039/c5ra03530a
1244,10.1039/c5ra03530a
1245,10.1039/c5ra03530a
1246,10.1039/c5ra03530a
1247,10.1039/c5ra03530a
1248,10.1039/c5ra03530a
1249,10.1039/c5ra03530a
1250,10.1039/c5ra03530a
1251,10.1039/c5ra03530a
1252,10.1039/c5ra03530a
1253,10.1039/c5ra03530a
1254,10.1039/c5ra03530a
1255,10.1039/c5ra03530a
1256,10.1016/j.dyepig.2011.01.006
1257,10.1039/c5ra27288b
1258,10.1016/j.dyepig.2016.04.020
1259,10.1016/j.jphotochem.2010.05.017
1260,10.1016/j.jphotochem.2010.05.017
1261,10.1016/j.jphotochem.2010.05.017
1262,10.1016/j.jphotochem.2010.05.017
1263,10.1039/c5ra03530a
1264,10.1039/c5ra03530a
1265,10.1039/c5ra03530a
1266,10.1039/c5ra03530a
1267,10.1039/c5ra03530a
1268,10.1039/c0jm03811c
1269,10.1039/c0jm03811c
1270,10.1016/j.dyepig.2013.05.030
1271,10.1021/jp067930a
1272,10.1021/jp067930a
1273,10.1021/jp067930a
1274,10.1021/jp067930a
1275,10.1021/jp067930a
1276,10.1021/jp067930a
1277,10.1021/jp067930a
1278,10.1021/jp067930a
1279,10.1021/jp067930a
1280,10.1021/jp067930a
1281,10.1039/c6cp05173a
1282,10.1039/c3ta11398a
1283,10.1039/c3ta11398a
1284,10.1039/c3ta11398a
1285,10.1016/j.jpowsour.2013.09.106
1286,10.1016/j.jpowsour.2013.09.106
1287,10.1039/c5ra27288b
1288,10.1016/j.dyepig.2016.04.020
1289,10.1016/j.dyepig.2016.04.020
1290,10.1016/j.dyepig.2016.04.020
1291,10.1039/c0jm03811c
1292,10.1039/c0jm03811c
1293,10.1039/c0jm03811c
1294,10.1039/c4ta05350h
1295,10.1039/c4ta05350h
1296,10.1039/c4ta05350h
1297,10.1039/c4ta05350h
1298,10.1039/c4ta05350h
1299,10.1016/j.dyepig.2011.01.010
1300,10.1016/j.dyepig.2011.01.010
1301,10.1002/adfm.201002319
1302,10.1002/adfm.201002319
1303,10.1002/adfm.201002319
1304,10.1002/adfm.201002319
1305,10.1039/c1jm12181b
1306,10.1039/c1jm12181b
1307,10.1039/c1jm12181b
1308,10.1039/c1jm12181b
1309,10.1039/c1jm12181b
1310,10.1039/c1jm12181b
1311,10.1016/j.dyepig.2011.03.015
1312,10.1016/j.dyepig.2011.03.015
1313,10.1016/j.dyepig.2011.03.015
1314,10.1016/j.dyepig.2011.03.015
1315,10.1016/j.dyepig.2011.03.015
1316,10.1016/j.dyepig.2011.03.015
1317,10.1039/c5ra27288b
1318,10.1016/j.dyepig.2014.09.014
1319,10.1016/j.dyepig.2014.09.014
1320,10.1016/j.dyepig.2014.09.014
1321,10.1016/j.dyepig.2014.09.014
1322,10.1016/j.dyepig.2011.10.014
1323,10.1016/j.dyepig.2011.10.014
1324,10.1016/j.dyepig.2011.10.014
1325,10.1016/j.dyepig.2011.10.014
1326,10.1016/j.dyepig.2011.10.014
1327,10.1016/j.dyepig.2011.10.014
1328,10.1016/j.dyepig.2011.10.014
1329,10.1016/j.dyepig.2011.10.014
1330,10.1039/b917065k
1331,10.1039/b917065k
1332,10.1039/b917065k
1333,10.1039/b917065k
1334,10.1039/b917065k
1335,10.1039/b917065k
1336,10.1016/j.dyepig.2013.05.030
1337,10.1016/j.dyepig.2013.05.030
1338,10.1016/j.dyepig.2013.05.030
1339,10.1016/j.dyepig.2013.05.030
1340,10.1016/j.dyepig.2013.05.030
1341,10.1021/jp067930a
1342,10.1021/jp067930a
1343,10.1039/c5ra27288b
1344,10.1039/c7ta00793k
1345,10.1016/j.dyepig.2016.04.020
1346,10.1016/j.dyepig.2016.04.020
1347,10.1016/j.dyepig.2016.04.020
1348,10.1016/j.dyepig.2016.04.020
1349,10.1016/j.dyepig.2016.04.020
1350,10.1016/j.dyepig.2016.04.020
1351,10.1016/j.dyepig.2016.04.020
1352,10.1016/j.dyepig.2016.04.020
1353,10.1016/j.dyepig.2016.04.020
1354,10.1016/j.dyepig.2016.04.020
1355,10.1016/j.dyepig.2016.04.020
1356,10.1016/j.dyepig.2016.04.020
1357,10.1021/ol902973r
1358,10.1021/ol902973r
1359,10.1021/ol902973r
1360,10.1021/jo100762t
1361,10.1021/jo100762t
1362,10.1016/j.jphotochem.2011.05.022
1363,10.1016/j.jphotochem.2011.05.022
1364,10.1016/j.jphotochem.2011.05.022
1365,10.1016/j.jphotochem.2011.05.022
1366,10.1016/j.jphotochem.2011.05.022
1367,10.1016/j.jphotochem.2011.05.022
1368,10.1016/j.jphotochem.2011.05.022
1369,10.1016/j.jphotochem.2011.05.022
1370,10.1021/ol8025236
1371,10.1021/ol8025236
1372,10.1021/ol8025236
1373,10.1021/ol8025236
1374,10.1016/j.dyepig.2016.04.020
1375,10.1016/j.dyepig.2016.04.020
1376,10.1016/j.dyepig.2015.09.033
1377,10.1016/j.dyepig.2015.09.033
1378,10.1016/j.dyepig.2015.05.028
1379,10.1016/j.dyepig.2015.05.028
1380,10.1016/j.dyepig.2015.05.019
1381,10.1016/j.dyepig.2015.05.019
1382,10.1039/c6ta02275h
1383,10.1039/c6ta02275h
1384,10.1039/c6ta02275h
1385,10.1039/c6ta02275h
1386,10.1039/c6ta02275h
1387,10.1039/c6ta02275h
1388,10.1039/c6cp05173a
1389,10.1039/c6cp05173a
1390,10.1039/c6cp05173a
1391,10.1039/c3ta11398a
1392,10.1016/j.dyepig.2015.05.019
1393,10.1016/j.dyepig.2015.05.019
1394,10.1039/c7ta00793k
1395,10.1039/c7ta00793k
1396,10.1002/cssc.201301155
1397,10.1002/cssc.201301155
1398,10.1016/j.solmat.2013.10.035
1399,10.1002/cssc.201301155
1400,10.1002/cssc.201301155
1401,10.1039/c7ta00793k
1402,10.1002/cssc.201301155
1403,10.1016/j.orgel.2014.12.026
1404,10.1016/j.orgel.2014.12.026
1405,10.1016/j.orgel.2014.12.026
1406,10.1016/j.orgel.2014.12.026
1407,10.1016/j.orgel.2014.12.026
1408,10.1016/j.saa.2015.04.074
1409,10.1016/j.saa.2015.04.074
1410,10.1016/j.saa.2015.04.074
1411,10.1016/j.electacta.2015.04.071
1412,10.1016/j.electacta.2015.04.071
1413,10.1016/j.electacta.2015.04.071
1414,10.1016/j.electacta.2015.04.071
1415,10.1016/j.dyepig.2012.02.014
1416,10.1016/j.dyepig.2012.02.014
1417,10.1016/j.dyepig.2012.02.014
1418,10.1016/j.dyepig.2012.02.014
1419,10.1016/j.dyepig.2012.02.014
1420,10.1016/j.dyepig.2012.02.014
1421,10.1021/acsami.6b00806
1422,10.1021/acsami.6b00806
1423,10.1021/acsami.6b00806
1424,10.1021/acsami.6b00806
1425,10.1021/acsami.6b00806
1426,10.1021/acsami.6b00806
1427,10.1021/acsami.6b00806
1428,10.1021/acsami.6b00806
1429,10.1016/j.solmat.2013.10.035
1430,10.1021/acsami.6b00806
1431,10.1021/acsami.6b00806
1432,10.1039/c7ta00793k
1433,10.1016/j.dyepig.2014.11.012
1434,10.1016/j.dyepig.2014.11.012
1435,10.1016/j.dyepig.2014.11.012
1436,10.1016/j.dyepig.2014.11.012
1437,10.1016/j.dyepig.2014.11.012
1438,10.1016/j.dyepig.2013.04.023
1439,10.1016/j.dyepig.2013.04.023
1440,10.1016/j.dyepig.2013.04.023
1441,10.1016/j.dyepig.2012.03.027
1442,10.1016/j.dyepig.2012.03.027
1443,10.1016/j.dyepig.2012.03.027
1444,10.1016/j.dyepig.2012.03.027
1445,10.1021/ol301730c
1446,10.1021/ol301730c
1447,10.1021/ol301730c
1448,10.1021/ol301730c
1449,10.1021/ol301730c
1450,10.1021/ol301730c
1451,10.1021/jo800159t
1452,10.1021/jo800159t
1453,10.1021/jo800159t
1454,10.1021/jo800159t
1455,10.1002/cssc.201301155
1456,10.1016/j.orgel.2013.05.011
1457,10.1039/c7ta00793k
1458,10.1039/c7ta00793k
1459,10.1039/c7ta00793k
1460,10.1039/c7ta00793k
1461,10.1039/c7ta00793k
1462,10.1039/c7ta00793k
1463,10.1039/c7ta00793k
1464,10.1039/c7ta00793k
1465,10.1039/c2jm30427a
1466,10.1039/c2jm30427a
1467,10.1039/c2jm30427a
1468,10.1016/j.jpowsour.2008.11.028
1469,10.1002/cssc.201301155
1470,10.1002/cssc.201301155
1471,10.1002/cssc.201301155
1472,10.1002/cssc.201301155
1473,10.1002/cssc.201301155
1474,10.1002/cssc.201301155
1475,10.1002/cssc.201301155
1476,10.1002/cssc.201301155
1477,10.1002/cssc.201301155
1478,10.1002/cssc.201301155
1479,10.1002/cssc.201301155
1480,10.1002/cssc.201301155
1481,10.1002/cssc.201301155
1482,10.1021/cm702631r
1483,10.1002/cssc.201301155
1484,10.1002/cssc.201301155
1485,10.1039/c2jm30427a
1486,10.1039/c2jm30427a
1487,10.1039/c2jm30427a
1488,10.1039/c2jm30427a
1489,10.1039/c2jm30427a
1490,10.1039/c2jm30427a
1491,10.1016/j.jpowsour.2008.12.026
1492,10.1016/j.tet.2014.04.039
1493,10.1016/j.jpowsour.2014.08.030
1494,10.1016/j.jpowsour.2014.08.030
1495,10.1016/j.jpowsour.2014.08.030
1496,10.1016/j.jpowsour.2014.08.030
1497,10.1039/b817990e
1498,10.1039/b817990e
1499,10.1021/ja513254z
1500,10.1021/ja513254z
1501,10.1021/ja513254z
1502,10.1021/ja513254z
1503,10.1016/j.orgel.2013.04.004
1504,10.1016/j.orgel.2013.04.004
1505,10.1016/j.orgel.2013.04.004
1506,10.1016/j.tet.2011.09.008
1507,10.1016/j.tet.2011.09.008
1508,10.1039/c5ra26310g
1509,10.1039/c3ta15456d
1510,10.1039/c3ta15456d
1511,10.1039/c3ta15456d
1512,10.1039/c3ta15456d
1513,10.1039/c3ta15456d
1514,10.1039/c3ta15456d
1515,10.1039/c3ta15456d
1516,10.1016/j.dyepig.2014.07.036
1517,10.1016/j.dyepig.2014.07.036
1518,10.1039/c1jm10201j
1519,10.1039/c1jm10201j
1520,10.1039/c1jm10201j
1521,10.1021/jo701592x
1522,10.1021/jo701592x
1523,10.1021/jo701592x
1524,10.1002/ange.200703852
1525,10.1002/ange.200703852
1526,10.1021/cm702631r
1527,10.1021/cm702631r
1528,10.1021/cm702631r
1529,10.1021/cm702631r
1530,10.1021/cm702631r
1531,10.1021/cm702631r
1532,10.1021/cm702631r
1533,10.1021/jp907288h
1534,10.1021/jo701592x
1535,10.1021/cm702631r
1536,10.1021/cm702631r
1537,10.1021/ja203708k
1538,10.1021/ja203708k
1539,10.1021/ja203708k
1540,10.1021/ja203708k
1541,10.1021/ja203708k
1542,10.1021/ja203708k
1543,10.1021/ja203708k
1544,10.1021/ja203708k
1545,10.1021/ja203708k
1546,10.1016/j.jpowsour.2008.12.026
1547,10.1016/j.jpowsour.2008.12.026
1548,10.1016/j.jpowsour.2008.12.026
1549,10.1016/j.jpowsour.2008.12.026
1550,10.1016/j.electacta.2014.09.138
1551,10.1016/j.electacta.2014.09.138
1552,10.1016/j.tet.2014.04.039
1553,10.1016/j.tet.2014.04.039
1554,10.1016/j.tet.2014.04.039
1555,10.1016/j.tet.2014.04.039
1556,10.1021/ja203708k
1557,10.1021/ja203708k
1558,10.1021/jp900972v
1559,10.1021/jp900972v
1560,10.1021/jp900972v
1561,10.1016/j.dyepig.2011.11.008
1562,10.1016/j.dyepig.2011.09.009
1563,10.1016/j.dyepig.2011.09.009
1564,10.1016/j.dyepig.2011.09.009
1565,10.1016/j.dyepig.2011.09.009
1566,10.1016/j.dyepig.2011.09.009
1567,10.1016/j.dyepig.2011.09.009
1568,10.1016/j.dyepig.2011.09.009
1569,10.1016/j.dyepig.2011.09.009
1570,10.1016/j.dyepig.2011.09.009
1571,10.1016/j.dyepig.2011.09.009
1572,10.1039/c2jm33105e
1573,10.1039/c2jm33105e
1574,10.1016/j.dyepig.2012.03.002
1575,10.1016/j.dyepig.2012.03.002
1576,10.1016/j.dyepig.2012.03.002
1577,10.1021/cm401144j
1578,10.1021/cm401144j
1579,10.1039/c1ee01060c
1580,10.1039/c1ee01060c
1581,10.1039/c1ee01060c
1582,10.1039/c1ee01060c
1583,10.1039/c1ee01060c
1584,10.1039/c1ee01060c
1585,10.1016/j.dyepig.2011.09.009
1586,10.1016/j.dyepig.2011.09.009
1587,10.1016/j.dyepig.2011.09.009
1588,10.1016/j.dyepig.2011.09.009
1589,10.1021/jp1055842
1590,10.1016/j.dyepig.2012.09.001
1591,10.1016/j.dyepig.2012.09.001
1592,10.1016/j.dyepig.2012.09.001
1593,10.1016/j.dyepig.2012.09.001
1594,10.1016/j.dyepig.2012.09.001
1595,10.1016/j.dyepig.2012.09.001
1596,10.1016/j.dyepig.2012.09.001
1597,10.1016/j.dyepig.2012.09.001
1598,10.1021/am403668d
1599,10.1021/am403668d
1600,10.1021/am403668d
1601,10.1021/am403668d
1602,10.1021/am403668d
1603,10.1021/am403668d
1604,10.1021/am403668d
1605,10.1021/am403668d
1606,10.1021/am403668d
1607,10.1021/am403668d
1608,10.1021/am403668d
1609,10.1021/sc500234a
1610,10.1021/sc500234a
1611,10.1021/sc500234a
1612,10.1016/j.dyepig.2009.04.005
